Formula,Cr,Ti,Zr,MaxFWHM,composition,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Yang omega,Yang delta
Cr0.604494199Ti0.219299183Zr0.176206618,0.604494199,0.219299183,0.176206618,0.565623553,Cr0.6044942 Ti0.21929918 Zr0.17620662,-0.170585877,-0.078523075,-0.048658093,1.881968231,0.077098892
Cr0.630047986Ti0.198089688Zr0.171862326,0.630047986,0.198089688,0.171862326,0.561248328,Cr0.63004799 Ti0.19808969 Zr0.17186233,-0.162483085,-0.071978651,-0.046581549,1.857523612,0.076996916
Cr0.654696777Ti0.178267825Zr0.167035398,0.654696777,0.178267825,0.167035398,0.561031137,Cr0.65469678 Ti0.17826782 Zr0.1670354,-0.154002145,-0.06502314,-0.044571879,1.836189747,0.076715937
Cr0.678339926Ti0.159857776Zr0.161802298,0.678339926,0.159857776,0.161802298,0.560237458,Cr0.67833993 Ti0.15985778 Zr0.1618023,-0.14537464,-0.057839878,-0.04272019,1.817704257,0.076263488
Cr0.700901006Ti0.142860397Zr0.156238597,0.700901006,0.142860397,0.156238597,0.673780055,Cr0.70090101 Ti0.1428604 Zr0.1562386,-0.136783536,-0.050580297,-0.041099421,1.801820126,0.075649001
Cr0.170466572Ti0.69322586Zr0.136307567,0.170466572,0.69322586,0.136307567,0.597256968,Cr0.17046657 Ti0.69322586 Zr0.13630757,-0.104117,-0.022044031,-0.031161369,3.120361679,0.054234733
Cr0.187863506Ti0.669495869Zr0.142640625,0.187863506,0.669495869,0.142640625,0.584131045,Cr0.18786351 Ti0.66949587 Zr0.14264062,-0.113305249,-0.029848116,-0.033885442,2.994780307,0.056136349
Cr0.206504513Ti0.644741286Zr0.148754201,0.206504513,0.644741286,0.148754201,0.591281892,Cr0.20650451 Ti0.64474129 Zr0.1487542,-0.122836593,-0.037874039,-0.036498158,2.877455056,0.058029965
Cr0.226390156Ti0.619030108Zr0.154579736,0.226390156,0.619030108,0.154579736,0.592808801,Cr0.22639016 Ti0.61903011 Zr0.15457974,-0.132602368,-0.046025795,-0.03891683,2.768082031,0.059905205
Cr0.247503891Ti0.592453907Zr0.160042202,0.247503891,0.592453907,0.160042202,0.589090452,Cr0.24750389 Ti0.59245391 Zr0.1600422,-0.142451056,-0.054177207,-0.04105138,2.666351671,0.061749943
Cr0.269810297Ti0.565118822Zr0.165070881,0.269810297,0.565118822,0.165070881,0.592955344,Cr0.2698103 Ti0.56511882 Zr0.16507088,-0.152185739,-0.062171492,-0.042808566,2.571968887,0.063551321
Cr0.29325193Ti0.537154831Zr0.169593239,0.29325193,0.537154831,0.169593239,0.581650976,Cr0.29325193 Ti0.53715483 Zr0.16959324,-0.161561059,-0.069819831,-0.044095901,2.484640747,0.065294964
Cr0.317746426Ti0.508711095Zr0.173542479,0.317746426,0.508711095,0.173542479,0.591393002,Cr0.31774643 Ti0.5087111 Zr0.17354248,-0.17029054,-0.07690723,-0.044827651,2.404087596,0.066965664
Cr0.34319038Ti0.479951742Zr0.176857878,0.34319038,0.479951742,0.176857878,0.584118846,Cr0.34319038 Ti0.47995174 Zr0.17685788,-0.178062545,-0.083203862,-0.046310147,2.330020625,0.06854771
Cr0.36946043Ti0.451053409Zr0.179486161,0.36946043,0.451053409,0.179486161,0.57915354,Cr0.36946043 Ti0.45105341 Zr0.17948616,-0.184563405,-0.088480602,-0.049406556,2.262143987,0.070025159
Cr0.396413684Ti0.422202164Zr0.181384152,0.396413684,0.422202164,0.181384152,0.576700455,Cr0.39641368 Ti0.42220216 Zr0.18138415,-0.189507133,-0.092528728,-0.051885929,2.200160886,0.071382243
Cr0.423888483Ti0.393590261Zr0.182521256,0.423888483,0.393590261,0.182521256,0.573843173,Cr0.42388848 Ti0.39359026 Zr0.18252126,-0.192667618,-0.095181353,-0.053723871,2.14377717,0.072603822
Cr0.451708774Ti0.365408844Zr0.182882382,0.451708774,0.365408844,0.182882382,0.568653386,Cr0.45170877 Ti0.36540884 Zr0.18288238,-0.193907764,-0.096333304,-0.054924521,2.092696902,0.073676095
Cr0.479696407Ti0.337839389Zr0.182464204,0.479696407,0.337839389,0.182464204,0.565906984,Cr0.47969641 Ti0.33783939 Zr0.1824642,-0.193195904,-0.095952762,-0.055521177,2.04661185,0.074586867
Cr0.5076625Ti0.311058582Zr0.181278918,0.5076625,0.311058582,0.181278918,0.564911116,Cr0.5076625 Ti0.31105858 Zr0.18127892,-0.190610048,-0.094085338,-0.05533562,2.005226386,0.075325854
Cr0.535427407Ti0.28522148Zr0.179351113,0.535427407,0.28522148,0.179351113,0.562137208,Cr0.53542741 Ti0.28522148 Zr0.17935111,-0.186325345,-0.09084698,-0.054064084,1.968236461,0.075885233
Cr0.562808225Ti0.260468944Zr0.176722831,0.562808225,0.260468944,0.176722831,0.561706543,Cr0.56280823 Ti0.26046894 Zr0.17672283,-0.180593882,-0.086411802,-0.052443213,1.935350256,0.076260089
Cr0.589643358Ti0.236915626Zr0.173441015,0.589643358,0.236915626,0.173441015,0.561116212,Cr0.58964336 Ti0.23691563 Zr0.17344102,-0.173708635,-0.080987631,-0.050587816,1.90627572,0.076447826
Cr0.615779588Ti0.214653163Zr0.169567249,0.615779588,0.214653163,0.169567249,0.557353545,Cr0.61577959 Ti0.21465316 Zr0.16956725,-0.165978037,-0.074799176,-0.048614456,1.880730047,0.07644914
Cr0.641085651Ti0.193745296Zr0.165169053,0.641085651,0.193745296,0.165169053,0.551785379,Cr0.64108565 Ti0.1937453 Zr0.16516905,-0.157695305,-0.068065861,-0.046634143,1.858435636,0.076267431
Cr0.665448218Ti0.174234106Zr0.160317676,0.665448218,0.174234106,0.160317676,0.550499865,Cr0.66544822 Ti0.17423411 Zr0.16031768,-0.149120543,-0.060988477,-0.044746996,1.839130779,0.075908483
Cr0.68877356Ti0.156137836Zr0.155088604,0.68877356,0.156137836,0.155088604,0.546728086,Cr0.68877356 Ti0.15613784 Zr0.1550886,-0.140470519,-0.053740851,-0.043037231,1.822564123,0.075380617
Cr0.710995014Ti0.139449563Zr0.149555423,0.710995014,0.139449563,0.149555423,0.586428886,Cr0.71099501 Ti0.13944956 Zr0.14955542,-0.131912179,-0.046463453,-0.041570356,1.808496419,0.074693869
Cr0.177158696Ti0.689190737Zr0.133650567,0.177158696,0.689190737,0.133650567,0.616837324,Cr0.1771587 Ti0.68919074 Zr0.13365057,-0.106622568,-0.024201673,-0.031871009,3.050198249,0.054419227
Cr0.195089489Ti0.665137855Zr0.139772656,0.195089489,0.665137855,0.139772656,0.622207223,Cr0.19508949 Ti0.66513786 Zr0.13977266,-0.115850483,-0.032026376,-0.034531566,2.9306162,0.056319545
Cr0.214264966Ti0.640073188Zr0.145661846,0.214264966,0.640073188,0.145661846,0.614926144,Cr0.21426497 Ti0.64007319 Zr0.14566185,-0.125378094,-0.040034803,-0.037055986,2.818999856,0.058207114
Cr0.234682684Ti0.614069107Zr0.151248209,0.234682684,0.614069107,0.151248209,0.609948124,Cr0.23468268 Ti0.61406911 Zr0.15124821,-0.135085385,-0.048122981,-0.039360759,2.715024225,0.06007102
Cr0.256315208Ti0.587223936Zr0.156460856,0.256315208,0.587223936,0.156460856,0.615062319,Cr0.25631521 Ti0.58722394 Zr0.15646086,-0.144806386,-0.056154698,-0.041355854,2.618417744,0.061898692
Cr0.27912033Ti0.559648925Zr0.161230746,0.27912033,0.559648925,0.161230746,0.605797643,Cr0.27912033 Ti0.55964892 Zr0.16123075,-0.154331007,-0.063964598,-0.042949807,2.528886154,0.063676882
Cr0.303030546Ti0.531483007Zr0.165486447,0.303030546,0.531483007,0.165486447,0.610413257,Cr0.30303055 Ti0.53148301 Zr0.16548645,-0.163401237,-0.071355765,-0.044053337,2.446150412,0.065390634
Cr0.327956825Ti0.502876299Zr0.169166876,0.327956825,0.502876299,0.169166876,0.595853579,Cr0.32795683 Ti0.5028763 Zr0.16916688,-0.171725064,-0.07811045,-0.044586198,2.369935515,0.0670249
Cr0.353787499Ti0.474000832Zr0.172211669,0.353787499,0.474000832,0.172211669,0.595741137,Cr0.3537875 Ti0.47400083 Zr0.17221167,-0.178990022,-0.08399901,-0.047344081,2.299960971,0.068563564
Cr0.38039276Ti0.445033408Zr0.174573832,0.38039276,0.445033408,0.174573832,0.591555486,Cr0.38039276 Ti0.44503341 Zr0.17457383,-0.184892946,-0.088800337,-0.050279985,2.235940787,0.069991071
Cr0.407620074Ti0.416167251Zr0.176212675,0.407620074,0.416167251,0.176212675,0.583784414,Cr0.40762007 Ti0.41616725 Zr0.17621268,-0.189166488,-0.09231889,-0.052599509,2.177595678,0.071291613
Cr0.435304953Ti0.387589457Zr0.17710559,0.435304953,0.387589457,0.17710559,0.574951071,Cr0.43530495 Ti0.38758946 Zr0.17710559,-0.191615059,-0.09440935,-0.054287415,2.124635391,0.072451022
Cr0.46326958Ti0.359494274Zr0.177236146,0.46326958,0.359494274,0.177236146,0.571344947,Cr0.46326958 Ti0.35949427 Zr0.17723615,-0.192134531,-0.094989517,-0.055356399,2.076773289,0.073455607
Cr0.491333632Ti0.332058226Zr0.176608142,0.491333632,0.332058226,0.176608142,0.562339605,Cr0.49133363 Ti0.33205823 Zr0.17660814,-0.190730156,-0.094053823,-0.055847317,2.033713157,0.074294276
Cr0.519309873Ti0.305452655Zr0.175237472,0.519309873,0.305452655,0.175237472,0.55980985,Cr0.51930987 Ti0.30545266 Zr0.17523747,-0.187512623,-0.091671585,-0.055225703,1.995167754,0.074957732
Cr0.547016229Ti0.279832285Zr0.173151486,0.547016229,0.279832285,0.173151486,0.557547839,Cr0.54701623 Ti0.27983229 Zr0.17315149,-0.182682978,-0.087978242,-0.053917758,1.960850494,0.07543901
Cr0.574281632Ti0.255327453Zr0.170390915,0.574281632,0.255327453,0.170390915,0.553946723,Cr0.57428163 Ti0.25532745 Zr0.17039092,-0.17650694,-0.083159017,-0.052299524,1.930474554,0.075734035
Cr0.600943713Ti0.232047572Zr0.167008714,0.600943713,0.232047572,0.167008714,0.550177444,Cr0.60094371 Ti0.23204757 Zr0.16700871,-0.16928528,-0.077429284,-0.050484575,1.903761073,0.075841644
Cr0.62685807Ti0.210076568Zr0.163065361,0.62685807,0.210076568,0.163065361,0.545374256,Cr0.62685807 Ti0.21007657 Zr0.16306536,-0.161322195,-0.071012494,-0.048586079,1.880436996,0.075763392
Cr0.651898138Ti0.189474363Zr0.158627499,0.651898138,0.189474363,0.158627499,0.541263121,Cr0.65189814 Ti0.18947436 Zr0.1586275,-0.152901497,-0.064123035,-0.04671029,1.860239819,0.075503468
Cr0.675958944Ti0.17027499Zr0.153766065,0.675958944,0.17027499,0.153766065,0.537941526,Cr0.67595894 Ti0.17027499 Zr0.15376607,-0.144269389,-0.056953063,-0.044950823,1.842916061,0.075068568
Cr0.698956976Ti0.152489654Zr0.148553369,0.698956976,0.152489654,0.148553369,0.532176696,Cr0.69895698 Ti0.15248965 Zr0.14855337,-0.135626054,-0.049665272,-0.043385004,1.828225557,0.074467483
Cr0.72082827Ti0.136107943Zr0.143063787,0.72082827,0.136107943,0.143063787,0.496274923,Cr0.72082827 Ti0.13610794 Zr0.14306379,-0.127125663,-0.042391704,-0.04207125,1.815936819,0.073711171
Cr0.184014702Ti0.684921087Zr0.131064211,0.184014702,0.684921087,0.131064211,0.651583333,Cr0.1840147 Ti0.68492109 Zr0.13106421,-0.109053917,-0.026300262,-0.032521777,2.983831285,0.054609168
Cr0.202472178Ti0.660557425Zr0.136970396,0.202472178,0.660557425,0.136970396,0.66099662,Cr0.20247218 Ti0.66055743 Zr0.1369704,-0.11830058,-0.034127373,-0.035109393,2.869968363,0.056504796
Cr0.222175725Ti0.635195092Zr0.142629184,0.222175725,0.635195092,0.142629184,0.652510197,Cr0.22217572 Ti0.63519509 Zr0.14262918,-0.127801847,-0.042099,-0.037536513,2.763769061,0.058382851
Cr0.243112568Ti0.608912748Zr0.147974684,0.243112568,0.608912748,0.147974684,0.644827647,Cr0.24311257 Ti0.60891275 Zr0.14797468,-0.137424507,-0.050101772,-0.039718961,2.664949157,0.06023199
Cr0.265250365Ti0.581814368Zr0.152935267,0.265250365,0.581814368,0.152935267,0.634497929,Cr0.26525036 Ti0.58181437 Zr0.15293527,-0.146989625,-0.057990844,-0.041567473,2.573223856,0.062039091
Cr0.288536551Ti0.55401954Zr0.157443909,0.288536551,0.55401954,0.157443909,0.629800076,Cr0.28853655 Ti0.55401954 Zr0.15744391,-0.156273334,-0.065591805,-0.042992679,2.488320633,0.063790368
Cr0.312895154Ti0.52567117Zr0.161433676,0.312895154,0.52567117,0.161433676,0.627920928,Cr0.31289515 Ti0.52567117 Zr0.16143368,-0.165008104,-0.072702075,-0.043909466,2.409970979,0.065470768
Cr0.338229899Ti0.496924927Zr0.164845173,0.338229899,0.496924927,0.164845173,0.61649512,Cr0.3382299 Ti0.49692493 Zr0.16484517,-0.172897158,-0.079101545,-0.044928341,2.337903316,0.067064993
Cr0.364421756Ti0.467955345Zr0.167622899,0.364421756,0.467955345,0.167622899,0.606944508,Cr0.36442176 Ti0.46795535 Zr0.1676229,-0.179631701,-0.084563985,-0.048284895,2.271846563,0.068557074
Cr0.391332203Ti0.43894532Zr0.169722477,0.391332203,0.43894532,0.169722477,0.600228192,Cr0.3913322 Ti0.43894532 Zr0.16972248,-0.184920566,-0.088877106,-0.051062786,2.211528075,0.069931416
Cr0.418805343Ti0.410085048Zr0.171109609,0.418805343,0.410085048,0.171109609,0.588504943,Cr0.41880534 Ti0.41008505 Zr0.17110961,-0.188520161,-0.091862306,-0.053228598,2.156672394,0.071172913
Cr0.446672329Ti0.381564163Zr0.171763508,0.446672329,0.381564163,0.171763508,0.576517231,Cr0.44667233 Ti0.38156416 Zr0.17176351,-0.190264422,-0.093394877,-0.054775505,2.106999871,0.072267671
Cr0.474752657Ti0.353573225Zr0.171674118,0.474752657,0.353573225,0.171674118,0.568499494,Cr0.47475266 Ti0.35357322 Zr0.17167412,-0.190084762,-0.093417687,-0.055724256,2.062233385,0.073202941
Cr0.502863372Ti0.326289685Zr0.170846943,0.502863372,0.326289685,0.170846943,0.559804002,Cr0.50286337 Ti0.32628968 Zr0.17084694,-0.188020564,-0.091949465,-0.05603351,2.022090649,0.073968186
Cr0.530821177Ti0.299877475Zr0.169301348,0.530821177,0.299877475,0.169301348,0.557175242,Cr0.53082118 Ti0.29987748 Zr0.16930135,-0.184212586,-0.089081569,-0.055083168,1.986290361,0.074555172
Cr0.558446003Ti0.274485171Zr0.167068826,0.558446003,0.274485171,0.167068826,0.552932005,Cr0.558446 Ti0.27448517 Zr0.16706883,-0.178884251,-0.084966607,-0.05375348,1.954555844,0.074958101
Cr0.585569617Ti0.250238961Zr0.164191422,0.585569617,0.250238961,0.164191422,0.546593314,Cr0.58556962 Ti0.25023896 Zr0.16419142,-0.172313503,-0.079800138,-0.052151512,1.926612733,0.075173835
Cr0.612037411Ti0.227240418Zr0.160722172,0.612037411,0.227240418,0.160722172,0.540690722,Cr0.61203741 Ti0.22724042 Zr0.16072217,-0.164802867,-0.073800549,-0.050388869,1.902191214,0.075202158
Cr0.637709272Ti0.205568712Zr0.156722016,0.637709272,0.205568712,0.156722016,0.536174575,Cr0.63770927 Ti0.20556871 Zr0.15672202,-0.15665148,-0.067189497,-0.048574973,1.881031085,0.075045563
Cr0.662467669Ti0.185274289Zr0.152258042,0.662467669,0.185274289,0.152258042,0.532197829,Cr0.66246767 Ti0.18527429 Zr0.15225804,-0.148131491,-0.060174533,-0.046810247,1.862875798,0.074709274
Cr0.686213797Ti0.166387418Zr0.147398785,0.686213797,0.166387418,0.147398785,0.526001881,Cr0.6862138 Ti0.16638742 Zr0.14739879,-0.139474664,-0.052938637,-0.045182183,1.847485922,0.074200548
Cr0.708870727Ti0.148913578Zr0.142215695,0.708870727,0.148913578,0.142215695,0.515917113,Cr0.70887073 Ti0.14891358 Zr0.1422157,-0.130866356,-0.045634695,-0.043761156,1.834629783,0.073528927
Cr0.730383182Ti0.132835188Zr0.13678163,0.730383182,0.132835188,0.13678163,0.469112736,Cr0.73038318 Ti0.13283519 Zr0.13678163,-0.122445954,-0.038384451,-0.042598439,1.824080194,0.072706
Cr0.210011438Ti0.655759064Zr0.134229498,0.210011438,0.655759064,0.134229498,0.693479271,Cr0.21001144 Ti0.65575906 Zr0.1342295,-0.12065484,-0.036149712,-0.035618667,2.812611916,0.056691317
Cr0.230232498Ti0.630109851Zr0.139657651,0.230232498,0.630109851,0.139657651,0.690545822,Cr0.2302325 Ti0.63010985 Zr0.13965765,-0.130107548,-0.044065484,-0.037940063,2.711589124,0.05855677
Cr0.251674961Ti0.603565799Zr0.14475924,0.251674961,0.603565799,0.14475924,0.674540999,Cr0.25167496 Ti0.6035658 Zr0.14475924,-0.139619742,-0.051961306,-0.039992329,2.617686985,0.060387582
Cr0.274301176Ti0.576232393Zr0.149466431,0.274301176,0.576232393,0.149466431,0.666580347,Cr0.27430118 Ti0.57623239 Zr0.14946643,-0.149000843,-0.05968487,-0.041687845,2.530623754,0.062170567
Cr0.298050336Ti0.548235202Zr0.153714462,0.298050336,0.548235202,0.153714462,0.65838152,Cr0.29805034 Ti0.5482352 Zr0.15371446,-0.158015023,-0.067054188,-0.042940024,2.45013845,0.063891579
Cr0.322834918Ti0.519725867Zr0.157439215,0.322834918,0.519725867,0.157439215,0.640061074,Cr0.32283492 Ti0.51972587 Zr0.15743921,-0.166385431,-0.073861023,-0.043668188,2.375982445,0.065535166
Cr0.348553353Ti0.490862046Zr0.160584601,0.348553353,0.490862046,0.160584601,0.631431573,Cr0.34855335 Ti0.49086205 Zr0.1605846,-0.173813989,-0.079885417,-0.045933528,2.30788356,0.067086092
Cr0.375078982Ti0.461821365Zr0.163099653,0.375078982,0.461821365,0.163099653,0.613587294,Cr0.37507898 Ti0.46182136 Zr0.16309965,-0.179998297,-0.084906363,-0.04913707,2.245580948,0.068528539
Cr0.402267081Ti0.432789594Zr0.164943325,0.402267081,0.432789594,0.164943325,0.599599098,Cr0.40226708 Ti0.43278959 Zr0.16494333,-0.184662753,-0.088722865,-0.05176084,2.188809944,0.069847103
Cr0.429957355Ti0.40395769Zr0.166084955,0.429957355,0.40395769,0.166084955,0.592112509,Cr0.42995735 Ti0.40395769 Zr0.16608496,-0.187588501,-0.091173763,-0.053779711,2.137303047,0.071027076
Cr0.457974878Ti0.375515563Zr0.166509558,0.457974878,0.375515563,0.166509558,0.578160175,Cr0.45797488 Ti0.37551556 Zr0.16650956,-0.188641591,-0.092156912,-0.055194998,2.09079385,0.072055268
Cr0.486140015Ti0.347649875Zr0.166210109,0.486140015,0.347649875,0.166210109,0.561994894,Cr0.48614001 Ti0.34764987 Zr0.16621011,-0.187787883,-0.091639512,-0.056035062,2.049009359,0.072919683
Cr0.5142704Ti0.320533726Zr0.165195875,0.5142704,0.320533726,0.165195875,0.555604923,Cr0.5142704 Ti0.32053373 Zr0.16519587,-0.185099539,-0.089663851,-0.055909935,2.011676007,0.073610703
Cr0.54218071Ti0.294331123Zr0.163488167,0.54218071,0.294331123,0.163488167,0.55030773,Cr0.54218071 Ti0.29433112 Zr0.16348817,-0.180744518,-0.086341424,-0.054914596,1.978527794,0.074120833
Cr0.56969669Ti0.269181742Zr0.161121569,0.56969669,0.269181742,0.161121569,0.54469351,Cr0.56969669 Ti0.26918174 Zr0.16112157,-0.174964816,-0.081839421,-0.053577081,1.949293569,0.074445459
Cr0.596656781Ti0.245203093Zr0.158140126,0.596656781,0.245203093,0.158140126,0.541906052,Cr0.59665678 Ti0.24520309 Zr0.15814013,-0.168046672,-0.076360961,-0.0520038,1.923705943,0.074582556
Cr0.622907524Ti0.222495441Zr0.154597035,0.622907524,0.222495441,0.154597035,0.533203937,Cr0.62290752 Ti0.22249544 Zr0.15459703,-0.160293069,-0.070126609,-0.050304118,1.9015108,0.074532725
Cr0.648319934Ti0.201126474Zr0.150553593,0.648319934,0.201126474,0.150553593,0.528299976,Cr0.64831993 Ti0.20112647 Zr0.15055359,-0.151994401,-0.063353371,-0.0485826,1.882451868,0.074299517
Cr0.672780295Ti0.18114416Zr0.146075544,0.672780295,0.18114416,0.146075544,0.520508344,Cr0.6727803 Ti0.18114416 Zr0.14607554,-0.143411021,-0.056241821,-0.046934298,1.866286958,0.073888842
Cr0.696199697Ti0.162569394Zr0.141230908,0.696199697,0.162569394,0.141230908,0.503773385,Cr0.6961997 Ti0.16256939 Zr0.14123091,-0.134759255,-0.048964835,-0.045439743,1.852781018,0.07330881
Cr0.718506932Ti0.145404063Zr0.136089006,0.718506932,0.145404063,0.136089006,0.447342231,Cr0.71850693 Ti0.14540406 Zr0.13608901,-0.12620976,-0.041665414,-0.044162735,1.841712989,0.072569492
Cr0.217697388Ti0.650755331Zr0.131547282,0.217697388,0.650755331,0.131547282,0.733877464,Cr0.21769739 Ti0.65075533 Zr0.13154728,-0.122910101,-0.038089742,-0.036058572,2.758400243,0.056877872
Cr0.238425557Ti0.624832523Zr0.13674192,0.238425557,0.624832523,0.13674192,0.720126095,Cr0.23842556 Ti0.62483252 Zr0.13674192,-0.132292182,-0.045930777,-0.03826629,2.662306056,0.058727425
Cr0.260361547Ti0.598038356Zr0.141600097,0.260361547,0.598038356,0.141600097,0.699427772,Cr0.26036155 Ti0.59803836 Zr0.1416001,-0.14167046,-0.053700133,-0.040181762,2.573089744,0.060536889
Cr0.283460282Ti0.57048492Zr0.146054798,0.283460282,0.57048492,0.146054798,0.687739392,Cr0.28346028 Ti0.57048492 Zr0.1460548,-0.150841525,-0.061237132,-0.041719056,2.490475151,0.062292586
Cr0.307649314Ti0.54230638Zr0.150044306,0.307649314,0.54230638,0.150044306,0.674737681,Cr0.30764931 Ti0.54230638 Zr0.15004431,-0.159558034,-0.068352534,-0.042794948,2.414222979,0.06397997
Cr0.332838511Ti0.513653781Zr0.153507708,0.332838511,0.513653781,0.153507708,0.662920616,Cr0.33283851 Ti0.51365378 Zr0.15350771,-0.167538615,-0.074836176,-0.043333989,2.344073339,0.065583746
Cr0.358915294Ti0.48469376Zr0.156390945,0.358915294,0.48469376,0.156390945,0.648592146,Cr0.35891529 Ti0.48469376 Zr0.15639095,-0.174484114,-0.080468097,-0.046853513,2.279773086,0.067088344
Cr0.385746305Ti0.455605263Zr0.158648431,0.385746305,0.455605263,0.158648431,0.629388411,Cr0.38574631 Ti0.45560526 Zr0.15864843,-0.180102046,-0.085034964,-0.049905616,2.221069549,0.068478297
Cr0.413183515Ti0.426573095Zr0.16024339,0.413183515,0.426573095,0.16024339,0.615447147,Cr0.41318352 Ti0.4265731 Zr0.16024339,-0.184135842,-0.088349497,-0.05237999,2.167700777,0.069738662
Cr0.441059818Ti0.397790607Zr0.161149575,0.441059818,0.397790607,0.161149575,0.601785182,Cr0.44105982 Ti0.39779061 Zr0.16114957,-0.186393256,-0.090269238,-0.054259366,2.119412095,0.070855174
Cr0.469198398Ti0.369447801Zr0.161353802,0.469198398,0.369447801,0.161353802,0.587833382,Cr0.4691984 Ti0.3694478 Zr0.1613538,-0.186772115,-0.090714324,-0.055552904,2.075943685,0.071815099
Cr0.497418515Ti0.341726269Zr0.160855215,0.497418515,0.341726269,0.160855215,0.571030211,Cr0.49741852 Ti0.34172627 Zr0.16085521,-0.185272891,-0.089676595,-0.056295902,2.037030705,0.07260752
Cr0.525537089Ti0.314797426Zr0.159665485,0.525537089,0.314797426,0.159665485,0.552296967,Cr0.52553709 Ti0.31479743 Zr0.15966548,-0.181998354,-0.087220501,-0.055753379,2.002410164,0.073223587
Cr0.55337456Ti0.288816539Zr0.1578089,0.55337456,0.288816539,0.1578089,0.546447214,Cr0.55337456 Ti0.28881654 Zr0.1578089,-0.177140228,-0.083475406,-0.054726564,1.97182005,0.073656916
Cr0.580757933Ti0.263920101Zr0.155321966,0.580757933,0.263920101,0.155321966,0.541877686,Cr0.58075793 Ti0.2639201 Zr0.15532197,-0.170955748,-0.078620784,-0.053393893,1.945001403,0.073903827
Cr0.607529069Ti0.240221888Zr0.152249043,0.607529069,0.240221888,0.152249043,0.536232659,Cr0.60752907 Ti0.24022189 Zr0.15224904,-0.163736829,-0.072865503,-0.051860802,1.921699069,0.073963139
Cr0.633544865Ti0.217809343Zr0.148645792,0.633544865,0.217809343,0.148645792,0.529233331,Cr0.63354486 Ti0.21780934 Zr0.14864579,-0.155783001,-0.066429393,-0.050232908,1.901660127,0.073836764
Cr0.658679412Ti0.19674932Zr0.144571268,0.658679412,0.19674932,0.144571268,0.517147819,Cr0.65867941 Ti0.19674932 Zr0.14457127,-0.147375574,-0.059524543,-0.048610442,1.884644564,0.073528791
Cr0.682828129Ti0.177080692Zr0.140091179,0.682828129,0.177080692,0.140091179,0.492156756,Cr0.68282813 Ti0.17708069 Zr0.14009118,-0.138761171,-0.05234294,-0.047082203,1.870415274,0.073046062
Cr0.705908812Ti0.158819349Zr0.135271839,0.705908812,0.158819349,0.135271839,0.42274323,Cr0.70590881 Ti0.15881935 Zr0.13527184,-0.13014117,-0.045047621,-0.045722274,1.858746739,0.072397298
Cr0.727856792Ti0.141961983Zr0.130181225,0.727856792,0.141961983,0.130181225,0.655013798,Cr0.72785679 Ti0.14196198 Zr0.13018123,-0.121671807,-0.037771771,-0.044587778,1.849424402,0.071593201
Cr0.246749285Ti0.619367951Zr0.133882764,0.246749285,0.619367951,0.133882764,0.756758692,Cr0.24674929 Ti0.61936795 Zr0.13388276,-0.13435715,-0.047694984,-0.038516188,2.615764998,0.058894317
Cr0.269165047Ti0.592338368Zr0.138496585,0.269165047,0.592338368,0.138496585,0.741810739,Cr0.26916505 Ti0.59233837 Zr0.13849659,-0.143577759,-0.0553182,-0.040288752,2.531014089,0.060679219
Cr0.292715844Ti0.564582265Zr0.142701891,0.292715844,0.564582265,0.142701891,0.723514495,Cr0.29271584 Ti0.56458226 Zr0.14270189,-0.152513184,-0.062647996,-0.041663592,2.452661295,0.062404544
Cr0.317326117Ti0.5362391Zr0.146434783,0.317326117,0.5362391,0.146434783,0.697700303,Cr0.31732612 Ti0.5362391 Zr0.14643478,-0.160906811,-0.069489686,-0.042561102,2.380446958,0.064055262
Cr0.342895037Ti0.507464219Zr0.149640744,0.342895037,0.507464219,0.149640744,0.673867205,Cr0.34289504 Ti0.50746422 Zr0.14964074,-0.168473373,-0.075631407,-0.044249412,2.314134628,0.065616207
Cr0.369303925Ti0.478427494Zr0.152268581,0.369303925,0.478427494,0.152268581,0.661276669,Cr0.36930392 Ti0.47842749 Zr0.15226858,-0.174916974,-0.080856372,-0.047692654,2.253473877,0.067071864
Cr0.396413116Ti0.44931104Zr0.154275844,0.396413116,0.44931104,0.154275844,0.639432738,Cr0.39641312 Ti0.44931104 Zr0.15427584,-0.179956913,-0.08496005,-0.050596126,2.198219116,0.068406927
Cr0.424068821Ti0.420300248Zr0.155630931,0.424068821,0.420300248,0.155630931,0.627574619,Cr0.42406882 Ti0.42030025 Zr0.15563093,-0.183357991,-0.087770421,-0.052926504,2.148117893,0.069606969
Cr0.452100663Ti0.391589562Zr0.156309776,0.452100663,0.391589562,0.156309776,0.602616504,Cr0.45210066 Ti0.39158956 Zr0.15630978,-0.184955827,-0.089164573,-0.054674335,2.102921767,0.0706581
Cr0.480330365Ti0.363363952Zr0.156305682,0.480330365,0.363363952,0.156305682,0.586210753,Cr0.48033036 Ti0.36336395 Zr0.15630568,-0.184681834,-0.089086408,-0.05585628,2.06237752,0.07154864
Cr0.508576018Ti0.3358044Zr0.155619582,0.508576018,0.3358044,0.155619582,0.569071559,Cr0.50857602 Ti0.3358044 Zr0.15561958,-0.182568348,-0.087550445,-0.056247073,2.026229808,0.072268275
