Formula,Co,Ti,Zr,Cr,MaxFWHM,Group,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant d electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg d valence electrons,frac s valence electrons,frac d valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,band center,HOMO_energy,LUMO_energy,Co_Ti_product,Ti_Zr_product,Zr_Cr_product,Group_Miedema_deltaH_inter_product,Miedema_deltaH_inter_Miedema_deltaH_amor_product,Miedema_deltaH_amor_Miedema_deltaH_ss_min_product,Miedema_deltaH_ss_min_Yang delta_product,Yang delta_Yang omega_product,Yang omega_APE mean_product,APE mean_Radii local mismatch_product,Radii local mismatch_Radii gamma_product,Radii gamma_Configuration entropy_product,Configuration entropy_Atomic weight mean_product,Atomic weight mean_Total weight_product,Total weight_Lambda entropy_product,Lambda entropy_Electronegativity delta_product,Electronegativity delta_Electronegativity local mismatch_product,Electronegativity local mismatch_VEC mean_product,VEC mean_Mixing enthalpy_product,Mixing enthalpy_Mean cohesive energy_product,Mean cohesive energy_Interant electrons_product,Interant electrons_Interant s electrons_product,Interant s electrons_Interant d electrons_product,Interant d electrons_Shear modulus mean_product,Shear modulus mean_Shear modulus delta_product,Shear modulus delta_Shear modulus local mismatch_product,Shear modulus local mismatch_Shear modulus strength model_product,Shear modulus strength model_mean AtomicWeight_product,mean AtomicWeight_mean Column_product,mean Column_mean Row_product,mean Row_range Number_product,range Number_mean Number_product,mean Number_range AtomicRadius_product,range AtomicRadius_mean AtomicRadius_product,mean AtomicRadius_range Electronegativity_product,range Electronegativity_mean Electronegativity_product,mean Electronegativity_avg s valence electrons_product,avg s valence electrons_avg d valence electrons_product,avg d valence electrons_frac s valence electrons_product,frac s valence electrons_frac d valence electrons_product,frac d valence electrons_mean simul. packing efficiency_product,mean simul. packing efficiency_mean abs simul. packing efficiency_product,mean abs simul. packing efficiency_dist from 1 clusters |APE| < 0.010_product,dist from 1 clusters |APE| < 0.010_dist from 3 clusters |APE| < 0.010_product,dist from 3 clusters |APE| < 0.010_dist from 5 clusters |APE| < 0.010_product,dist from 5 clusters |APE| < 0.010_band center_product,band center_HOMO_energy_product,HOMO_energy_LUMO_energy_product,Co_Ti_Zr_product,All_Miedema_product,Co_Ti_Zr_Cr_product,Yang delta_Yang omega_APE mean_product
Co0.095450985Ti0.171660841Zr0.732888174Cr0.0,0.095450985,0.171660841,0.732888174,0,0.446031611,3,-0.225634866,-0.139063234,-0.125447969,0.06992562,0.971738328,0.002402777,4.59999118,1.147314557,-0.006272818,80.69911177,80.69911177,-1.282891754,0.131769606,0.180759207,4.477254925,13.30774528,5.83213599,11,0,11,39.06830402,0.314512123,4.219458814,-0.032952786,80.69911177,4.477254925,4.732888174,18,35.66924206,0.2,1.505160677,0.55,1.418546818,2,2.477254925,0.446702284,0.553297716,0.002402777,0.014487126,0.040396078,0.058557345,0.082509349,3.58149265,-0.162391,-0.162391,0.016385196,0.1258082,0,-0.676904598,0.031377514,0.0174452,-0.008772027,0.067949405,0.00233487,0.011052751,5.277636844,-0.007196895,-0.506210815,6512.346641,-103.5282251,-0.169046142,0.02381857,0.809305051,59.5821681,77.61258021,64.1534959,0,0,429.7513442,12.28745526,1.327070952,-0.139042922,-2.659260535,361.3104956,21.19034689,85.19198713,642.046357,7.133848411,0.301032135,0.827838372,0.78020075,2.837093637,4.95450985,1.106595432,0.247159353,0.001329451,3.48E-05,0.000585223,0.002365487,0.004831528,0.295506626,-0.581602173,0.026370837,0.012008517,-0.003936245,0,0.000163267
Co0.094583212Ti0.161176527Zr0.74424026Cr0.0,0.094583212,0.161176527,0.74424026,0,0.450733081,3,-0.222969703,-0.136289824,-0.122197776,0.069417001,0.95438169,0.000643045,4.501379998,1.147240112,-0.006128114,81.18170125,81.18170117,-1.271730576,0.131542044,0.17794974,4.47291606,13.25178654,5.848428087,11,0,11,38.97709615,0.314260971,4.165231232,-0.032806512,81.18170125,4.47291606,4.744240261,18,35.86924075,0.2,1.506906879,0.55,1.415867837,2,2.47291606,0.447135599,0.552864401,0.000643045,0.014852242,0.048946669,0.064333673,0.08228902,3.581725605,-0.162391,-0.162391,0.015244594,0.11995406,0,-0.66890911,0.030388502,0.016654313,-0.008482603,0.066250315,0.00061371,0.002894589,5.164163695,-0.007030418,-0.497490691,6590.468612,-103.2412516,-0.167286039,0.023407872,0.795954249,59.27412883,77.50212059,64.33270896,0,0,428.7480576,12.24898007,1.30896961,-0.136646709,-2.663288477,363.1189354,21.22058846,85.39632469,645.6463336,7.173848151,0.301381376,0.828798783,0.778727311,2.831735675,4.945832121,1.105728803,0.247205355,0.000355517,9.55E-06,0.000726968,0.003148919,0.005293955,0.294736688,-0.581640003,0.026370837,0.01134564,-0.003713407,0,4.26E-05
Co0.093602037Ti0.151184277Zr0.755213687Cr0.0,0.093602037,0.151184277,0.755213687,0,0.449662232,3,-0.219964895,-0.133223261,-0.118770656,0.068871525,0.937669774,-0.001074199,4.400147415,1.147167325,-0.00598085,81.64661819,81.64661827,-1.260908232,0.131229279,0.174995995,4.468010185,13.17801395,5.864242224,11,0,11,38.88365236,0.313828869,4.107196059,-0.032626258,81.64661819,4.468010185,4.755213686,18,36.06185654,0.2,1.508601951,0.55,1.413229818,2,2.468010185,0.447626554,0.552373446,-0.001074199,0.015269384,0.048744045,0.065282061,0.081611595,3.581842505,-0.150673,-0.150673,0.014151156,0.114176435,0,-0.659894684,0.029304441,0.015823014,-0.008179916,0.064578747,-0.001007244,-0.004726636,5.047705338,-0.006861035,-0.488316138,6666.170268,-102.9488931,-0.165468078,0.022964598,0.781883889,58.87950055,77.27906584,64.50666446,0,0,427.720176,12.20281265,1.288956695,-0.134002439,-2.663823645,364.7979216,21.24634318,85.59384635,649.1134177,7.212371307,0.30172039,0.829731073,0.7772764,2.826459637,4.936020369,1.104746893,0.247257022,-0.000593359,-1.64E-05,0.000744292,0.003182112,0.005327773,0.292319881,-0.539686956,0.022702353,0.010687147,-0.003480508,0,-6.94E-05
Co0.092508763Ti0.141666282Zr0.765824955Cr0.0,0.092508763,0.141666282,0.765824955,0,0.45609682,3,-0.216624616,-0.129869117,-0.11517784,0.068289693,0.921598817,-0.002751147,4.296558653,1.147096097,-0.005831371,82.09459258,82.09459258,-1.250432826,0.130830858,0.171904142,4.462543815,13.08646688,5.879600906,11,0,11,38.78793517,0.313213479,4.045451952,-0.032411787,82.09459258,4.462543815,4.765824955,18,36.24739301,0.2,1.510248305,0.55,1.410629739,2,2.462543815,0.448174871,0.551825129,-0.002751147,0.015734517,0.052837383,0.065791609,0.082284711,3.581845629,-0.150673,-0.150673,0.013105373,0.108491574,0,-0.649873847,0.028132848,0.014958044,-0.007865459,0.0629357,-0.002535454,-0.011820466,4.92856566,-0.006689143,-0.478724037,6739.522132,-102.6537734,-0.163595199,0.022490366,0.767129765,58.39893183,76.94320252,64.67560997,0,0,426.6672868,12.14890414,1.267090082,-0.131120326,-2.660832434,366.3507164,21.26770268,85.78484919,652.4530741,7.249478601,0.302049661,0.830636568,0.775846356,2.821259478,4.92508763,1.103650257,0.247314156,-0.001518152,-4.33E-05,0.000831371,0.003476256,0.005413643,0.294731131,-0.539687426,0.022702353,0.010036421,-0.003240281,0,-0.000173145
Co0.091302042Ti0.132606193Zr0.776091765Cr0.0,0.091302042,0.132606193,0.776091765,0,0.456072144,3,-0.212949181,-0.126228921,-0.111426155,0.067671188,0.90618402,-0.004390456,4.190795042,1.147026307,-0.005679958,82.52637686,82.52637686,-1.240330804,0.130344646,0.168676441,4.45651021,12.97684533,5.894529532,11,0,11,38.68980254,0.312408739,3.97999986,-0.032162089,82.52637686,4.45651021,4.776091765,18,36.42616198,0.2,1.511848663,0.55,1.408063424,2,2.45651021,0.448781649,0.551218351,-0.004390456,0.01624425,0.05924842,0.066993314,0.0803077,3.581735344,-0.150673,-0.150673,0.012107216,0.102914574,0,-0.638847544,0.026880345,0.014065203,-0.00754034,0.061322549,-0.003978561,-0.018399501,4.806952162,-0.006515061,-0.468746364,6810.602877,-102.3600074,-0.161670479,0.021986071,0.751708281,57.83144373,76.49239805,64.83982485,0,0,425.5878279,12.08703241,1.243386736,-0.128005111,-2.654220709,367.7796411,21.28470171,85.96965177,655.6709156,7.285232396,0.302369733,0.831516764,0.774434883,2.816126847,4.91302042,1.102436702,0.247376681,-0.0024201,-7.13E-05,0.000962446,0.003969248,0.005380079,0.287640927,-0.53967081,0.022702353,0.009396311,-0.002995174,0,-0.000269234
Co0.089980089Ti0.123986156Zr0.786033755Cr0.0,0.089980089,0.123986156,0.786033755,0,0.452022012,3,-0.208939813,-0.122304361,-0.107521329,0.067015277,0.891437927,-0.005995123,4.08297749,1.146957822,-0.005526821,82.94280273,82.94280273,-1.230630701,0.129767957,0.165313416,4.449900445,12.84879547,5.909056416,11,0,11,38.58908617,0.311407342,3.910806973,-0.031875972,82.94280273,4.449900445,4.786033755,18,36.59850803,0.2,1.513406059,0.55,1.405526142,2,2.449900445,0.449448257,0.550551743,-0.005995123,0.01679575,0.046135163,0.062741989,0.079175018,3.581511848,-0.150673,-0.150673,0.011156285,0.097457304,0,-0.626819438,0.02555425,0.013150327,-0.007205572,0.05973996,-0.00534428,-0.024477954,4.683002968,-0.00633903,-0.458410004,6879.508524,-102.0719595,-0.159696432,0.021452384,0.735628244,57.17586066,75.92425728,64.99962058,0,0,424.4799479,12.01692477,1.217854006,-0.124660773,-2.643882455,369.0872148,21.29737374,86.14860759,658.7731446,7.319701607,0.302681212,0.832373332,0.773039378,2.811052283,4.89980089,1.101103485,0.247444521,-0.003300626,-0.000100693,0.000774875,0.002894612,0.004967598,0.283566266,-0.539637135,0.022702353,0.008769217,-0.002747627,0,-0.000358148
Co0.088543515Ti0.115789015Zr0.795667469Cr0.0,0.088543515,0.115789015,0.795667469,0,0.440736053,3,-0.204604757,-0.118102977,-0.103472866,0.066321609,0.877358711,-0.007567447,3.973252494,1.14689054,-0.005372182,83.34459429,83.34459421,-1.22135124,0.129099046,0.161817891,4.442717575,12.70226095,5.923204441,11,0,11,38.4857227,0.31020387,3.837907929,-0.031552793,83.34459429,4.442717575,4.79566747,18,36.76473203,0.2,1.514922945,0.55,1.403014626,2,2.442717575,0.450174913,0.549825087,-0.007567447,0.017386294,0.033637813,0.059664051,0.078964383,3.581176928,-0.150673,-0.150673,0.010252366,0.092129553,0,-0.61381427,0.024164431,0.012220454,-0.006862487,0.058187842,-0.006639366,-0.030067379,4.556885698,-0.006161304,-0.447742301,6946.321391,-101.7930235,-0.15767528,0.020890535,0.718911188,56.43255799,75.2380885,65.15524885,0,0,423.3429497,11.93842013,1.190533893,-0.121096713,-2.629754707,370.2764939,21.30579615,86.32201446,661.7651766,7.352946406,0.302984589,0.83320762,0.771658045,2.806029253,4.885435151,1.099650173,0.247517461,-0.004160772,-0.00013157,0.000584837,0.002006968,0.004711335,0.282785426,-0.539586671,0.022702353,0.008157474,-0.002500363,0,-0.000440333
Co0.086990542Ti0.107996402Zr0.805013056Cr0.0,0.086990542,0.107996402,0.805013056,0,0.466298362,3,-0.199948858,-0.113628517,-0.099285879,0.06558892,0.863954556,-0.009110518,3.86166676,1.146824324,-0.00521616,83.73260537,83.73260537,-1.212522947,0.128334501,0.158188606,4.43495271,12.53688016,5.937002629,11,0,11,38.37954141,0.308789212,3.761240382,-0.031191197,83.73260537,4.43495271,4.805013056,18,36.92518772,0.2,1.516402431,0.55,1.400524043,2,2.43495271,0.450963095,0.549036905,-0.009110518,0.018013903,0.021925955,0.057753379,0.079648264,3.580730847,-0.150673,-0.150673,0.009394666,0.086938514,0,-0.599846575,0.022719892,0.011281707,-0.006512054,0.056665847,-0.007871073,-0.035181783,4.428653373,-0.00598202,-0.436762694,7011.149202,-101.5277054,-0.155608527,0.020301056,0.701558989,55.60047063,74.43149046,65.30702892,0,0,422.1749555,11.85118834,1.161430453,-0.117317589,-2.611720169,371.3501451,21.31000567,86.49023501,664.6533789,7.385037544,0.303280486,0.834021337,0.770288223,2.801048085,4.86990542,1.09807381,0.247595382,-0.00500201,-0.000164116,0.000394972,0.001266298,0.004599956,0.285198994,-0.539519459,0.022702353,0.007562828,-0.002255764,0,-0.000516255
Co0.107391352Ti0.353729742Zr0.538878907Cr0.0,0.107391352,0.353729742,0.538878907,0,0.403210494,3,-0.256952568,-0.17200401,-0.169216803,0.074473721,1.150795084,0.004596556,5.60540853,1.148582529,-0.007818428,72.41958639,72.41958646,-1.409656695,0.131985816,0.211586935,4.536956759,13.74543492,5.555030447,11,0,11,40.51990101,0.312983176,4.846571144,-0.034608338,72.41958639,4.536956759,4.538878906,18,32.23677708,0.2,1.475462268,0.55,1.463348489,2,2.536956759,0.440824126,0.559175874,0.004596556,0.020669778,0.076225334,0.113566804,0.126455999,3.575318383,-0.17001,-0.17001,0.037987515,0.190617497,0,-0.770857704,0.044196872,0.029105969,-0.012602205,0.085703991,0.005289693,0.025765571,6.438274307,-0.00898011,-0.566207346,5244.596498,-102.0867549,-0.186054689,0.027926474,0.959960775,62.36244386,76.35630948,61.10533492,0,0,445.7189112,12.68204731,1.51689523,-0.167731772,-2.506321519,328.564532,20.59269734,81.69982032,580.2619874,6.447355415,0.295092454,0.811504248,0.804841669,2.926696979,5.073913519,1.118351747,0.246498216,0.002570283,9.50E-05,0.001575561,0.008656668,0.014361204,0.452120457,-0.607839878,0.0289034,0.020470671,-0.007478853,0,0.000393943
Co0.108288422Ti0.336278464Zr0.555433114Cr0.0,0.108288422,0.336278464,0.555433114,0,0.363315327,3,-0.259004972,-0.173586137,-0.169501448,0.074663718,1.128206149,0.003594678,5.592389392,1.148485871,-0.007763619,73.14725432,73.14725432,-1.392659592,0.132973618,0.211955161,4.54144211,13.94259116,5.577793685,11,0,11,40.46708249,0.315143286,4.864541714,-0.034954055,73.14725432,4.54144211,4.555433114,18,32.53923816,0.2,1.477900546,0.55,1.46017711,2,2.54144211,0.440388747,0.559611253,0.003594678,0.020028826,0.061051221,0.108077337,0.12343246,3.577300254,-0.17001,-0.17001,0.036415064,0.186780194,0,-0.777014917,0.044959673,0.029423102,-0.012655608,0.084236066,0.004055538,0.020102842,6.422780201,-0.008916406,-0.567887394,5350.520814,-101.8692254,-0.185186985,0.028184445,0.962582094,63.31947064,77.76889696,61.35573054,0,0,445.1379074,12.75292934,1.533027659,-0.17003546,-2.556793178,332.194021,20.68823577,81.99779605,585.7062869,6.507847632,0.295580109,0.8128453,0.80309741,2.920354219,5.08288422,1.119222506,0.246446499,0.002011623,7.20E-05,0.001222784,0.006598253,0.013340252,0.44155497,-0.608176816,0.0289034,0.020226133,-0.00762073,0,0.000302802
Co0.109016407Ti0.319360462Zr0.571623131Cr0.0,0.109016407,0.319360462,0.571623131,0,0.385776249,3,-0.260626172,-0.174750491,-0.169348537,0.074786187,1.106168047,0.002589297,5.569163144,1.14839051,-0.007697369,73.85726091,73.85726091,-1.37625703,0.133859674,0.211975923,4.545082035,14.11921256,5.600124836,11,0,11,40.40988809,0.317103473,4.874972918,-0.03525369,73.85726091,4.545082035,4.571623131,18,32.83429839,0.2,1.480292649,0.55,1.457024721,2,2.545082035,0.440036062,0.559963938,0.002589297,0.019279535,0.052858191,0.100395606,0.117005495,3.579126048,-0.167106,-0.167106,0.03481553,0.182553827,0,-0.781878515,0.045544551,0.02959374,-0.012664931,0.08272609,0.002864197,0.014420217,6.395574104,-0.008839586,-0.568506619,5454.894989,-101.6465745,-0.184225318,0.028375028,0.963447962,64.17297933,79.0693529,61.6013732,0,0,444.508769,12.81411585,1.545870842,-0.171860782,-2.603740946,335.6873097,20.77840216,82.28921636,591.0173711,6.566859679,0.29605853,0.814160957,0.801363596,2.914049442,5.09016407,1.119927876,0.246404326,0.001449913,4.99E-05,0.001019081,0.00530673,0.011746838,0.418777416,-0.598093437,0.027924415,0.019901362,-0.007712903,0,0.000214202
Co0.109578663Ti0.30298218Zr0.587439157Cr0.0,0.109578663,0.30298218,0.587439157,0,0.381349177,3,-0.261817951,-0.175502405,-0.168776786,0.074844055,1.08467414,0.001581558,5.536380355,1.148296524,-0.007620475,74.54921838,74.54921838,-1.360402575,0.134645864,0.211666571,4.547893315,14.27525358,5.622008635,11,0,11,40.34849321,0.318867969,4.878182188,-0.035508598,74.54921838,4.547893315,4.587439157,18,33.12179814,0.2,1.48263694,0.55,1.453894522,2,2.547893315,0.439764054,0.560235946,0.001581558,0.018430004,0.054040788,0.094423981,0.111872098,3.580797306,-0.167106,-0.167106,0.033200382,0.177983596,0,-0.785453852,0.04594968,0.029620732,-0.012631939,0.081181411,0.001715475,0.008756104,6.357406317,-0.008750565,-0.568100487,5557.585961,-101.4169486,-0.18317258,0.028500028,0.962636985,64.92233034,80.25559891,61.84209498,0,0,443.8334253,12.8658421,1.555496049,-0.173217409,-2.647138206,339.0418919,20.86318388,82.57390483,596.1923665,6.624359628,0.296527388,0.815450317,0.799641987,2.907789045,5.09578663,1.120471893,0.246371631,0.000886045,2.91E-05,0.000995972,0.005102746,0.010563409,0.400591308,-0.598372715,0.027924415,0.019503205,-0.007755239,0,0.000128393
Co0.109980487Ti0.287153761Zr0.602865752Cr0.0,0.109980487,0.287153761,0.602865752,0,0.386383426,3,-0.262586276,-0.17585136,-0.16780983,0.074840501,1.063714114,0.000573362,5.494739444,1.148204036,-0.00753378,75.22251592,75.22251592,-1.345053486,0.135334515,0.211046736,4.549902435,14.41087569,5.643421029,11,0,11,40.28317455,0.320441667,4.874544536,-0.035720478,75.22251592,4.549902435,4.602865752,18,33.40148597,0.2,1.484930838,0.55,1.450791558,2,2.549902435,0.439569865,0.560430135,0.000573362,0.017488959,0.063378644,0.084558221,0.107090079,3.582316625,-0.167106,-0.167106,0.03158131,0.173115168,0,-0.787758827,0.046176154,0.029509587,-0.012558972,0.079608897,0.000609893,0.003150476,6.309082006,-0.008650317,-0.56670988,5658.426902,-101.1783073,-0.182032161,0.028561908,0.960242059,65.56807839,81.32663891,62.07763132,0,0,443.11492,12.9084076,1.562007176,-0.174121061,-2.686984226,342.2551084,20.94259009,82.85158354,601.2267475,6.680297194,0.296986168,0.816711961,0.797935357,2.901583115,5.09980487,1.12086027,0.246348199,0.000321329,1.00E-05,0.001108427,0.005359185,0.009055347,0.383630571,-0.598626602,0.027924415,0.01903929,-0.007748813,0,4.56E-05
Co0.110226131Ti0.271880316Zr0.617893553Cr0.0,0.110226131,0.271880316,0.617893553,0,0.366302873,3,-0.262934314,-0.175804479,-0.166469336,0.074778432,1.043285239,-0.00043401,5.44491539,1.148113124,-0.007438089,75.87679464,75.87679464,-1.330174568,0.135927501,0.210134619,4.551130655,14.52616589,5.664346954,11,0,11,40.21413846,0.321828242,4.864396128,-0.035890716,75.87679464,4.551130655,4.617893553,18,33.67321461,0.2,1.487172726,0.55,1.447719238,2,2.551130655,0.439451238,0.560548762,-0.00043401,0.016464898,0.065600501,0.077636066,0.102199997,3.583686313,-0.167106,-0.167106,0.029968315,0.167993094,0,-0.788802943,0.04622503,0.029266055,-0.012448316,0.078015235,-0.000452797,-0.002363149,6.251378821,-0.008539767,-0.564378329,5757.287964,-100.9293826,-0.180807305,0.028563074,0.956350106,66.1104789,82.28124354,62.30781649,0,0,442.3555231,12.94204548,1.565500053,-0.174586661,-2.723272498,345.3252061,21.01663691,83.12208395,606.117863,6.734642922,0.297434545,0.817945,0.796245581,2.895438477,5.10226131,1.121097524,0.246333847,-0.000243284,-7.15E-06,0.001080106,0.005092965,0.007934406,0.36625273,-0.598855485,0.027924415,0.018517229,-0.00769505,0,-3.39E-05
Co0.110319884Ti0.257164975Zr0.632515141Cr0.0,0.110319884,0.257164975,0.632515141,0,0.391650134,3,-0.262865207,-0.175369015,-0.164777274,0.074660659,1.023386869,-0.00143941,5.387575721,1.148023856,-0.007334194,76.51178032,76.51178032,-1.315736057,0.136426599,0.208948137,4.55159942,14.62124145,5.684774051,11,0,11,40.14158257,0.323030943,4.848066653,-0.036020617,76.51178032,4.55159942,4.632515141,18,33.93687196,0.2,1.489361277,0.55,1.444680581,2,2.55159942,0.439405979,0.560594021,-0.00143941,0.015366251,0.056233551,0.073435442,0.096498733,3.584908877,-0.162391,-0.162391,0.02837041,0.16266074,0,-0.788595621,0.046098412,0.028896828,-0.01230238,0.076406738,-0.001473073,-0.007754928,6.185065455,-0.00841983,-0.561152264,5854.052527,-100.6693082,-0.179501396,0.028506084,0.951048221,66.5500341,83.11845398,62.53251456,0,0,441.5574082,12.96697327,1.566075543,-0.17463035,-2.756001507,348.2509749,21.08535323,83.38527254,610.8636952,6.787374392,0.297872255,0.819148702,0.79457432,2.889361162,5.10319884,1.121188042,0.246328365,-0.000806924,-2.21E-05,0.000864099,0.004129536,0.007086427,0.345939164,-0.582156938,0.026370837,0.017944714,-0.007595971,0,-0.000109981
Co0.110265353Ti0.243008835Zr0.646725811Cr0.0,0.110265353,0.243008835,0.646725811,0,0.390132091,3,-0.262380627,-0.174550978,-0.162754445,0.074489749,1.004024125,-0.002442,5.323361964,1.147936277,-0.007222861,77.12730891,77.12730884,-1.301716053,0.136833199,0.207504014,4.551326766,14.69616876,5.704694074,11,0,11,40.06566507,0.324052012,4.825856026,-0.03611123,77.12730891,4.551326766,4.646725812,18,34.19239138,0.2,1.491495604,0.55,1.4416778,2,2.551326766,0.439432302,0.560567698,-0.002442,0.014201197,0.052721242,0.070752031,0.092908404,3.585986545,-0.162391,-0.162391,0.026795455,0.157160086,0,-0.78714188,0.045798795,0.028408947,-0.012123538,0.074789505,-0.002451827,-0.01299965,6.110880313,-0.008291385,-0.55707987,5948.621774,-100.397856,-0.178117972,0.028393438,0.944418574,66.88706623,83.83714684,62.75163481,0,0,440.7223158,12.98335939,1.563828357,-0.174267595,-2.785161959,351.0315854,21.14876756,83.64106461,615.4630448,6.838478275,0.298299121,0.820322582,0.79292279,2.883355599,5.102653531,1.121135395,0.246331554,-0.001368906,-3.47E-05,0.000748705,0.003730135,0.006573458,0.333168288,-0.582331941,0.026370837,0.017329312,-0.007453957,0,-0.000182636
Co0.110066989Ti0.229411914Zr0.660521097Cr0.0,0.110066989,0.229411914,0.660521097,0,0.396147291,3,-0.261484617,-0.173358528,-0.160423331,0.074268323,0.985199322,-0.003440803,5.252915837,1.147850435,-0.007104854,77.72323597,77.72323597,-1.288095018,0.137148928,0.205819463,4.550334945,14.75113321,5.724098721,11,0,11,39.98657425,0.324894017,4.798080799,-0.036163707,77.72323597,4.550334945,4.660521097,18,34.43971469,0.2,1.493574815,0.55,1.438713346,2,2.550334945,0.439528084,0.560471916,-0.003440803,0.012977885,0.038001993,0.061750523,0.087175925,3.586922224,-0.162391,-0.162391,0.025250679,0.151531409,0,-0.78445385,0.045330588,0.027810753,-0.011914372,0.073169101,-0.003389877,-0.018074249,6.029561726,-0.008155309,-0.55221221,6040.901409,-100.1149131,-0.176660851,0.028227919,0.936547495,67.12259692,84.43694273,62.96508593,0,0,439.8523167,12.99139874,1.558867745,-0.173516389,-2.810760342,353.6667567,21.20693201,83.88937975,619.9148644,6.887942938,0.298714963,0.821466148,0.79129234,2.877426692,5.10066989,1.120943832,0.246343147,-0.001928474,-4.47E-05,0.000493185,0.002346643,0.005383159,0.312693264,-0.582483887,0.026370837,0.016678606,-0.007272084,0,-0.00025176
Co0.109728141Ti0.216370595Zr0.673901264Cr0.0,0.109728141,0.216370595,0.673901264,0,0.39045158,3,-0.260179289,-0.171797935,-0.157804018,0.073998635,0.966919524,-0.004435371,5.176827499,1.147766343,-0.006980879,78.29961011,78.29961011,-1.274860536,0.137374909,0.203909662,4.548640705,14.78623063,5.742986825,11,0,11,39.9044329,0.325558342,4.765009867,-0.036178859,78.29961011,4.548640705,4.673901264,18,34.67886346,0.2,1.495598783,0.55,1.435788303,2,2.548640705,0.439691796,0.560308204,-0.004435371,0.012215217,0.029623317,0.057141729,0.084226462,3.587718375,-0.162391,-0.162391,0.023741943,0.145812417,0,-0.780537866,0.044698265,0.027110405,-0.011677282,0.071550725,-0.004288647,-0.022961151,5.941788368,-0.008012418,-0.546600089,6130.828943,-99.82108293,-0.17513385,0.028012071,0.927511787,67.25725053,84.91712771,63.17285507,0,0,438.9487619,12.99122102,1.551288713,-0.172392621,-2.832790568,356.1567937,21.25989754,84.13022275,624.2195422,6.935772691,0.299119757,0.82257933,0.789683566,2.871576605,5.09728141,1.120616408,0.246362921,-0.002485175,-5.42E-05,0.000361855,0.001692728,0.004812846,0.302180827,-0.582613175,0.026370837,0.015999726,-0.007053566,0,-0.000317354
Co0.109252074Ti0.20387927Zr0.686868656Cr0.0,0.109252074,0.20387927,0.686868656,0,0.409713225,3,-0.25846751,-0.16987593,-0.154916203,0.073682773,0.949191693,-0.005425411,5.095654678,1.147684002,-0.006851612,78.85656907,78.85656907,-1.262004301,0.137512138,0.201788913,4.54626037,14.80157344,5.761360164,11,0,11,39.81934989,0.326045989,4.726895991,-0.036157386,78.85656907,4.54626037,4.686868656,18,34.90989618,0.2,1.497567695,0.55,1.432903287,2,2.54626037,0.43992201,0.56007799,-0.005425411,0.012870454,0.031671378,0.057776253,0.084555602,3.58837758,-0.162391,-0.162391,0.022274233,0.14003828,0,-0.77540253,0.043907409,0.026316534,-0.011414655,0.069939076,-0.005149755,-0.027646019,5.848201353,-0.007863485,-0.540294609,6218.358486,-99.51732936,-0.17354091,0.027748425,0.917384937,67.29180677,85.27719561,63.37496181,0,0,438.0128488,12.9829393,1.541185477,-0.170912203,-2.851247404,358.5024949,21.30772523,84.36363581,628.3781312,6.981979236,0.299513539,0.823662232,0.788096808,2.865806575,5.09252074,1.12015598,0.246390635,-0.003038653,-6.98E-05,0.000407625,0.001829854,0.004885306,0.303417428,-0.582720224,0.026370837,0.015299473,-0.006801969,0,-0.000379448
Co0.108641041Ti0.191930626Zr0.699428334Cr0.0,0.108641041,0.191930626,0.699428334,0,0.412507202,3,-0.256351123,-0.167598001,-0.151777517,0.073322451,0.93202776,0.008704563,5.009902245,1.147603387,-0.006717678,79.39435719,79.39435727,-1.24952587,0.137561059,0.199469534,4.543205204,14.79717885,5.779224788,11,0,11,39.73138246,0.326356707,4.68394653,-0.036099655,79.39435719,4.543205204,4.699428333,18,35.1329152,0.2,1.499482198,0.55,1.430058004,2,2.543205204,0.440217844,0.559782156,0.008704563,0.013193875,0.041810895,0.056143366,0.083421742,3.588901879,-0.162391,-0.162391,0.020851543,0.134241718,0,-0.76905337,0.042963936,0.025437608,-0.0111287,0.06833856,0.008112894,0.043609008,5.749380787,-0.00770923,-0.533345751,6303.46396,-99.20530333,-0.171886101,0.02743924,0.906231023,67.22661995,85.51622278,63.57147267,0,0,437.0452071,12.96660315,1.528637365,-0.169088854,-2.866108904,360.7048568,21.35046726,84.58971,632.3924737,7.026583041,0.29989644,0.824715209,0.786531902,2.860116008,5.086410409,1.119564312,0.246426094,0.004872659,0.000114847,0.000551648,0.002347404,0.004683577,0.299392447,-0.582805365,0.026370837,0.01458416,-0.00652096,0,0.000594857
