Co,Ti,Zr,Cr,Formula,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
0.25,0.5,0.05,0.2,Co0.25Ti0.5Zr0.05Cr0.2,Co0.25 Ti0.5 Zr0.05 Cr0.2,Co0.2747354625770146 Ti0.44629388877266735 Zr0.08505382353061151 Cr0.1939168251197066 ,Co0.25Ti0.5Zr0.05Cr0.2,0.065541125,0.940481212,-0.0031504,4.6675,1.153695004,-0.009684325,53.62721875,53.62721875,-2.254454958,0.13733912,0.311375,5.65,20.13,4.655,17,1,0,16,0,63.822,0.481060872,15.8691,-0.087379463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.62721875,5.65,4.05,18,24.55,0.2,1.395,0.55,1.6385,1.8,0,3.85,0,0.318584071,0,0.681415929,0,-0.0031504,0.01185966,0.040824829,0.049513442,0.054047371
0.25,0.5,0.1,0.15,Co0.25Ti0.5Zr0.1Cr0.15000000000000002,Co0.25 Ti0.5 Zr0.1 Cr0.15,Co0.2650416651197746 Ti0.43054680420052743 Zr0.16410554940309158 Cr0.14030598127660632 ,Co0.25Ti0.5Zr0.1Cr0.15000000000000002,0.072572588,0.911112032,-0.007512499,5.2575,1.153107385,-0.010043093,55.58861375,55.58861375,-1.906875227,0.143996324,0.319875,5.55,21.52,4.7625,17,1,0,16,0,59.694,0.482575626,14.5029,-0.087315997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.15,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.58861375,5.55,4.1,18,25.35,0.2,1.4025,0.55,1.622,1.85,0,3.7,0,0.333333333,0,0.666666667,0,-0.007512499,0.016803071,0.048953546,0.056891646,0.062709881
0.25,0.5,0.15,0.1,Co0.25Ti0.5Zr0.15000000000000002Cr0.1,Co0.25 Ti0.5 Zr0.15 Cr0.1,Co0.2560086274530758 Ti0.41587309054926946 Zr0.23776886046085965 Cr0.09034942153679516 ,Co0.25Ti0.5Zr0.15000000000000002Cr0.1,0.07742786,0.86374146,-0.006795328,5.7075,1.152525344,-0.010043093,57.55000875,57.55000875,-1.675224351,0.14930619,0.322375,5.45,22.67,4.87,17,1,0,16,0,55.566,0.470315153,12.7239,-0.082138027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.55000875,5.45,4.15,18,26.15,0.2,1.41,0.55,1.6055,1.9,0,3.55,0,0.348623853,0,0.651376147,0,-0.006795328,0.019433609,0.023570226,0.055255019,0.072678079
0.25,0.5,0.2,0.05,Co0.25Ti0.5Zr0.2Cr0.05,Co0.25 Ti0.5 Zr0.2 Cr0.05,Co0.2475710170086519 Ti0.40216661836009876 Zr0.3065765357618539 Cr0.043685828869395475 ,Co0.25Ti0.5Zr0.2Cr0.05,0.080587844,0.799675533,-0.012739989,6.0175,1.151948799,-0.009684325,59.51140375,59.51140375,-1.491180698,0.153309793,0.318875,5.35,23.58,4.9775,17,1,0,16,0,51.438,0.435582663,10.5321,-0.071435402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.51140375,5.35,4.2,18,26.95,0.2,1.4175,0.55,1.589,1.95,0,3.4,0,0.364485981,0,0.635514019,0,-0.012739989,0.022420332,0.047140452,0.066286796,0.077827519
0.25,0.5,0.25,0,Co0.25Ti0.5Zr0.25Cr0.0,Co0.25 Ti0.5 Zr0.25,Co0.2396718394084831 Ti0.3893348031433171 Zr0.37099335744819983 ,Co0.25Ti0.5Zr0.25,0.082327619,0.693143165,0.011864158,6.1875,1.151377669,-0.008644238,61.47279875,61.47279875,-1.275368328,0.156001519,0.309375,5.25,24.25,5.085,11,0,0,11,0,47.31,0.358068264,7.9275,-0.054540607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.47279875,5.25,4.25,18,27.75,0.2,1.425,0.55,1.5725,2,0,3.25,0,0.380952381,0,0.619047619,0,0.011864158,0.013848163,0,0.058925565,0.076603235
0.25,0.55,0,0.2,Co0.25Ti0.55Zr0.0Cr0.2,Co0.25 Ti0.55 Cr0.2,Co0.28630935644736216 Ti0.511604604555123 Cr0.20208603899751493 ,Co0.25Ti0.55Cr0.2,0.055695616,0.836678878,0.003508154,3.9075,1.07953374,-0.008291315,51.45936875,51.45936875,-2.672891979,0.132113716,0.29475,5.65,19.28,4.585,15,1,0,14,0,64.082,0.475499402,15.6221,-0.079574882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.45936875,5.65,4,5,23.65,0.05,1.3875,0.34,1.649,1.8,0,3.85,0,0.318584071,0,0.681415929,0,0.003508154,0.009977114,0.023570226,0.059754854,0.076905792
0.25,0.55,0.05,0.15,Co0.25Ti0.55Zr0.05Cr0.15000000000000002,Co0.25 Ti0.55 Zr0.05 Cr0.15,Co0.2757972315586746 Ti0.49282054676726705 Zr0.08538253068311852 Cr0.14599969099093985 ,Co0.25Ti0.55Zr0.05Cr0.15000000000000002,0.065031922,0.865172222,-0.00666744,4.5775,1.153442479,-0.009226366,53.42076375,53.42076375,-2.181612013,0.13925018,0.305,5.55,20.72,4.6925,17,1,0,16,0,59.954,0.476995078,14.2819,-0.081486073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.15,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42076375,5.55,4.05,18,24.45,0.2,1.395,0.55,1.6325,1.85,0,3.7,0,0.333333333,0,0.666666667,0,-0.00666744,0.013211629,0.033333333,0.047706505,0.058438143
0.25,0.55,0.1,0.1,Co0.25Ti0.55Zr0.1Cr0.1,Co0.25 Ti0.55 Zr0.1 Cr0.1,Co0.266029694084469 Ti0.4753669881096862 Zr0.16471730618481897 Cr0.09388601162102589 ,Co0.25Ti0.55Zr0.1Cr0.1,0.071447969,0.83596869,-0.01099432,5.1075,1.152857261,-0.009443881,55.38215875,55.38215875,-1.849995646,0.144979446,0.30925,5.45,21.92,4.8,17,1,0,16,0,55.826,0.464734262,12.5289,-0.077947839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.38215875,5.45,4.1,18,25.25,0.2,1.4025,0.55,1.616,1.9,0,3.55,0,0.348623853,0,0.651376147,0,-0.01099432,0.017271983,0.052704628,0.060904571,0.068652461
0.25,0.55,0.15,0.05,Co0.25Ti0.55Zr0.15000000000000002Cr0.05,Co0.25 Ti0.55 Zr0.15 Cr0.05,Co0.2569303397942964 Ti0.45910740228582364 Zr0.23862490384980722 Cr0.045337354070072784 ,Co0.25Ti0.55Zr0.15000000000000002Cr0.05,0.075785008,0.781398223,-0.014186584,5.4975,1.152277585,-0.009226366,57.34355375,57.34355375,-1.606438464,0.149364286,0.3075,5.35,22.88,4.9075,17,1,0,16,0,51.698,0.430050809,10.3631,-0.068573435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.34355375,5.35,4.15,18,26.05,0.2,1.41,0.55,1.5995,1.95,0,3.4,0,0.364485981,0,0.635514019,0,-0.014186584,0.021558749,0.062360956,0.073968148,0.084599661
0.25,0.55,0.2,0,Co0.25Ti0.55Zr0.2Cr0.0,Co0.25 Ti0.55 Zr0.2,Co0.24843287213868473 Ti0.44392332435832355 Zr0.30764380350299186 ,Co0.25Ti0.55Zr0.2,0.078475207,0.6798703,0.018794304,5.7475,1.151703371,-0.008291315,59.30494875,59.30494875,-1.346351626,0.152414614,0.29975,5.25,23.6,5.015,11,0,0,11,0,47.57,0.352642024,7.7845,-0.052716356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.30494875,5.25,4.2,18,26.85,0.2,1.4175,0.55,1.583,2,0,3.25,0,0.380952381,0,0.619047619,0,0.018794304,0.018794304,0.047140452,0.066286796,0.080005144
0.25,0.6,0,0.15,Co0.25Ti0.6000000000000001Zr0.0Cr0.15000000000000002,Co0.25 Ti0.6 Cr0.15,Co0.28746265669627413 Ti0.5603622876953019 Cr0.15217505560842381 ,Co0.25Ti0.6000000000000001Cr0.15000000000000002,0.055654342,0.756697053,-1.08E-05,3.8175,1.079403626,-0.007795514,51.25291375,51.25291375,-2.516788017,0.134289965,0.288375,5.55,19.92,4.6225,15,1,0,14,0,60.214,0.471397594,14.0349,-0.074489247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.15,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.25291375,5.55,4,5,23.55,0.05,1.3875,0.34,1.643,1.85,0,3.7,0,0.333333333,0,0.666666667,0,-1.08E-05,0.009441737,0.023570226,0.059754854,0.074452113
0.25,0.6,0.1,0.05,Co0.25Ti0.6000000000000001Zr0.1Cr0.05,Co0.25 Ti0.6 Zr0.1 Cr0.05,Co0.26702511701085463 Ti0.5205225859942023 Zr0.16533364107748244 Cr0.047118655917460776 ,Co0.25Ti0.6000000000000001Zr0.1Cr0.05,0.070057428,0.746782075,-0.010524882,4.8975,1.152608154,-0.008589311,55.17570375,55.17570375,-1.750047873,0.145254825,0.294375,5.35,22.18,4.8375,17,1,0,16,0,51.958,0.4244893,10.1681,-0.065094392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17570375,5.35,4.1,18,25.15,0.2,1.4025,0.55,1.61,1.95,0,3.4,0,0.364485981,0,0.635514019,0,-0.010524882,0.018179136,0.04317297,0.069794148,0.077173801
0.25,0.6,0.15,0,Co0.25Ti0.6000000000000001Zr0.15000000000000002Cr0.0,Co0.25 Ti0.6 Zr0.15,Co0.25785871303099717 Ti0.5026541534015148 Zr0.23948713356748796 ,Co0.25Ti0.6000000000000001Zr0.15000000000000002,0.073885631,0.654143804,-0.016527781,5.2275,1.15203083,-0.007795514,57.13709875,57.13709875,-1.427988674,0.14867784,0.288375,5.25,22.95,4.945,11,0,0,11,0,47.83,0.347155387,7.6155,-0.050509425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.13709875,5.25,4.15,18,25.95,0.2,1.41,0.55,1.5935,2,0,3.25,0,0.380952381,0,0.619047619,0,-0.016527781,0.023894469,0.023570226,0.064968768,0.082603605
0.25,0.65,0,0.1,Co0.25Ti0.65Zr0.0Cr0.1,Co0.25 Ti0.65 Cr0.1,Co0.2886252858823434 Ti0.6095143671450078 Cr0.10186034697264872 ,Co0.25Ti0.65Cr0.1,0.055264421,0.670391979,-0.003521796,3.6675,1.079274047,-0.007123776,51.04645875,51.04645875,-2.332485769,0.135756063,0.27775,5.45,20.42,4.66,15,1,0,14,0,56.346,0.453511551,12.0609,-0.066868801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.04645875,5.45,4,5,23.45,0.05,1.3875,0.34,1.637,1.9,0,3.55,0,0.348623853,0,0.651376147,0,-0.003521796,0.010787675,0.040824829,0.051691079,0.064034885
0.25,0.65,0.05,0.05,Co0.25Ti0.65Zr0.05Cr0.05,Co0.25 Ti0.65 Zr0.05 Cr0.05,Co0.27794558179032103 Ti0.5869611349808707 Zr0.08604762648025531 Cr0.04904565674855304 ,Co0.25Ti0.65Zr0.05Cr0.05,0.06313191,0.687932842,-0.010758952,4.2175,1.152940522,-0.007700059,53.00785375,53.00785375,-1.931951276,0.140969004,0.2795,5.35,21.48,4.7675,17,1,0,16,0,52.218,0.418896525,9.9471,-0.060947464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.00785375,5.35,4.05,18,24.25,0.2,1.395,0.55,1.6205,1.95,0,3.4,0,0.364485981,0,0.635514019,0,-0.010758952,0.015506958,0.054934065,0.058343349,0.067290494
0.25,0.65,0.1,0,Co0.25Ti0.65Zr0.1Cr0.0,Co0.25 Ti0.65 Zr0.1,Co0.2680280172102589 Ti0.5660173771248784 Zr0.16595460566486278 ,Co0.25Ti0.65Zr0.1,0.068391434,0.612213479,-0.01793417,4.6275,1.15236006,-0.007123776,54.96924875,54.96924875,-1.523024335,0.144781681,0.27525,5.25,22.3,4.875,11,0,0,11,0,48.09,0.341605632,7.4205,-0.047877805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.96924875,5.25,4.1,18,25.05,0.2,1.4025,0.55,1.604,2,0,3.25,0,0.380952381,0,0.619047619,0,-0.01793417,0.0210238,0.023570226,0.062992995,0.084466533
0.25,0.7,0,0.05,Co0.25Ti0.7000000000000001Zr0.0Cr0.05,Co0.25 Ti0.7 Cr0.05,Co0.2897973576565678 Ti0.6590656476889027 Cr0.0511369946545293 ,Co0.25Ti0.7000000000000001Cr0.05,0.054527664,0.570016554,-0.007024875,3.4575,1.079144998,-0.006202516,50.84000375,50.84000375,-2.086094994,0.136492151,0.262875,5.35,20.78,4.6975,15,1,0,14,0,52.478,0.413270781,9.7001,-0.056079812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.05,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.84000375,5.35,4,5,23.35,0.05,1.3875,0.34,1.631,1.95,0,3.4,0,0.364485981,0,0.635514019,0,-0.007024875,0.012125683,0.033968311,0.050507889,0.068360175
0.25,0.7,0.05,0,Co0.25Ti0.7000000000000001Zr0.05Cr0.0,Co0.25 Ti0.7 Zr0.05,Co0.2790323570736845 Ti0.6345835677317165 Zr0.0863840751945989 ,Co0.25Ti0.7000000000000001Zr0.05,0.061729565,0.546365702,-0.014239506,3.9475,1.152691077,-0.006202516,52.80139875,52.80139875,-1.627726508,0.140714987,0.260375,5.25,21.65,4.805,11,0,0,11,0,48.35,0.335989803,7.1995,-0.044777795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.80139875,5.25,4.05,18,24.15,0.2,1.395,0.55,1.6145,2,0,3.25,0,0.380952381,0,0.619047619,0,-0.014239506,0.016398522,0.047140452,0.070469318,0.083377684
0.25,0.75,0,0,Co0.25Ti0.75Zr0.0Cr0.0,Co0.25 Ti0.75,Co0.2909789875235636 Ti0.7090210124764363 ,Co0.25Ti0.75,0.053438954,0.422498287,-0.010520023,3.1875,1.079016477,-0.004675254,50.63354875,50.63354875,-1.637153297,0.136464609,0.24375,5.25,21,4.735,9,0,0,9,0,48.61,0.33030469,6.9525,-0.041163919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.63354875,5.25,4,5,23.25,0.05,1.3875,0.34,1.625,2,0,3.25,0,0.380952381,0,0.619047619,0,-0.010520023,0.01345576,0.027196415,0.075545596,0.111323991
0.3,0,0,0.7,Co0.30000000000000004Ti0.0Zr0.0Cr0.7000000000000001,Co0.3 Cr0.7,Co0.32693906456393196 Cr0.673060935436068 ,Co0.30000000000000004Cr0.7000000000000001,0.017831034,3.108301116,-0.025672047,1.05,1.023885515,-0.005078726,54.0772285,54.0772285,-15.97356004,0.043096323,0.0945,6.9,3.36,4.187,13,1,0,12,0,104.616,0.176441605,8.4588,-0.015650511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0772285,6.9,4,3,24.9,0.05,1.385,0.22,1.726,1.3,0,5.6,0,0.188405797,0,0.811594203,0,-0.025672047,0.025672047,0.020203051,0.074077853,0.137380746
0.3,0,0.05,0.65,Co0.30000000000000004Ti0.0Zr0.05Cr0.65,Co0.3 Zr0.05 Cr0.65,Co0.31549594539915854 Zr0.08139386221719026 Cr0.6031101923836513 ,Co0.30000000000000004Zr0.05Cr0.65,0.052602064,1.891644387,0.010498083,2.38,1.156388599,-0.006576269,56.0386235,56.0386235,-2.376697923,0.075459456,0.1515,6.8,7.14,4.2945,15,1,0,14,0,100.488,0.23648481,11.172,-0.033977027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0386235,6.8,4.05,16,25.7,0.2,1.3925,0.55,1.7095,1.35,0,5.45,0,0.198529412,0,0.801470588,0,0.010498083,0.021670123,0.076264845,0.09380796,0.11258076
0.3,0,0.1,0.6,Co0.30000000000000004Ti0.0Zr0.1Cr0.6000000000000001,Co0.3 Zr0.1 Cr0.6,Co0.3048267734604257 Zr0.1572827084529292 Cr0.537890518086645 ,Co0.30000000000000004Zr0.1Cr0.6000000000000001,0.069890333,1.433827357,0.002657598,3.57,1.155775023,-0.007465521,58.0000185,58.0000185,-1.528360807,0.096944138,0.2025,6.7,10.68,4.402,15,1,0,14,0,96.36,0.2850848,13.4724,-0.049590917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0000185,6.7,4.1,16,26.5,0.2,1.4,0.55,1.693,1.4,0,5.3,0,0.208955224,0,0.791044776,0,0.002657598,0.017775619,0.053452248,0.086430574,0.101014489
0.3,0,0.15,0.55,Co0.30000000000000004Ti0.0Zr0.15000000000000002Cr0.55,Co0.3 Zr0.15 Cr0.55,Co0.29485559909290665 Zr0.2282067616701531 Cr0.47693763923694027 ,Co0.30000000000000004Zr0.15000000000000002Cr0.55,0.081793757,1.187334645,-0.007848897,4.62,1.155167416,-0.008102577,59.9614135,59.9614135,-1.211107888,0.113820229,0.2475,6.6,13.98,4.5095,15,1,0,14,0,92.232,0.327155648,15.36,-0.062699978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9614135,6.6,4.15,16,27.3,0.2,1.4075,0.55,1.6765,1.45,0,5.15,0,0.21969697,0,0.78030303,0,-0.007848897,0.013827885,0.026726124,0.060891533,0.081676787
